id,name,slug,url,summary,os,cpu,storage,memory,graphics,sound,online,media,connectivity,resolutions,output,companies,main_manufacturer,platform_logo,platform_version_release_dates,checksum
192,Nintendo DSi XL,nintendo-dsi-xl,https://www.igdb.com/platforms/nds/version/nintendo-dsi-xl,"The extra large version of the Nintendo DSi. 
The system itself is larger overall than the other Nintendo DS versions. 
The screens are larger than the Nintendo DSi, at 4.2-inch (110 mm), and have a larger viewing angle than the other versions allowing people around the main user to easily view the game being played. 
The system came with an extra stylus that did not fit into the system and was made in the style of a pen.",,ARM9 clocked at 133 MHz and ARM7 clocked at 33 MHz,"256 MB internal flash memory, SD card (up to 2gb), SDHC card (up to 32gb)",16 MB PSRAM,,,"Nintendo Wi-Fi Connection, Nintendo DSi Shop, Nintendo Zone","Nintendo DS Cartridge, Nintendo DSi Cartridge",Wi-FI,256x192 pixel resolution,,{308},,245,"{234,235,236,237}",4d5c7b38-5c03-67a0-85fb-e91e67d207bf
224,Windows Phone 7,windows-phone-7,https://www.igdb.com/platforms/winphone/version/windows-phone-7,"Windows Phone 7 is the first release of the Windows Phone mobile client operating system. It received multiple large updates and added a few features backported from Windows Phone 8, such as a more customizable start screen. Microsoft ended support for Windows Phone 7 on October 14, 2014.",,,,,,,,,,,,{171},,142,"{250,251,252}",cdfd8f49-dfb4-a15f-8359-dcca1a11c861
227,Windows 10 Mobile,windows-10-mobile,https://www.igdb.com/platforms/winphone/version/windows-10-mobile,"Windows 10 Mobile is a mobile operating system developed by Microsoft. It is an iteration of the Windows Phone product line and a successor to Windows Phone 8.1. 
 
Windows 10 Mobile aims to provide greater consistency with its counterpart for personal computers, including more extensive synchronization of content, a new universal application platform that allows one app to run on multiple Windows 10 devices such as PCs, mobile devices and Xbox, as well as the capability, on supported hardware, to connect devices to an external display and use a ""PC-like"" interface with mouse and keyboard input support.",,,,,,,,,,,,{405},,363,{255},d545fd60-467f-84d9-6d4b-1e2c6a7f1212
357,Initial version,initial-version,https://www.igdb.com/platforms/zeebo/version/initial-version,"Zeebo is a 3G-enabled entertainment and education system from Zeebo Inc. It enables users to play video games, and also connect to the Internet, communicate online and run educational applications.",BREW 4.0.2,ARM 11 528Mhz,1GB,160 MB DDR SDRAM,Qualcomm Adreno 130,"MP3, MIDI, PCM, ADPCM, CMX",ZeeboNet 3G made by Claro (Brazil) and Telnet (Mexico),,"1 SD card slot, 3 USB ports",640x480,Composite video,,,429,"{441,682}",4ed68c62-7180-1a72-78b0-90cd47771770
198,Telstar,telstar,https://www.igdb.com/platforms/ay-3-8500/version/telstar,"The Telstar is a series of video game consoles produced by Coleco from 1976 to 1978. Starting with Telstar Pong clone based on General Instrument's AY-3-8500 chip in 1976, there were 14 consoles released in the Telstar branded series. One million Telstar units were sold.",,,,,,,,,,,,{160},,126,{239},90439c2c-df3d-5d9a-08a2-fd9d350d5435
277,PlayStation Portable Brite,playstation-portable-brite,https://www.igdb.com/platforms/psp/version/playstation-portable-brite,"In comparison with the PSP-2000 (PlayStation Portable Slim & Lite), the PSP-3000, which was marketed as ""PlayStation Portable Brite"", has an improved LCD screen with an increased color range, five times the contrast ratio, a halved pixel response time, new sub-pixel structure, and anti-reflective technology to reduce outdoor glare. The disc tray, logos and buttons were all redesigned, and a microphone was added. Games could now be outputted in either component or composite video using the video-out cable.",PlayStation Portable system software,MIPS R4000,"Memory Stick Duo, Memory Stick PRO Duo",64MB eDRAM,,"Stereo speakers, 3.5 mm headphone jack",PlayStation Network,"Universal Media Disc, digital distribution",Wi-Fi 802.11b,480 x 272,,,,212,"{340,341,342,343}",cacac5ce-8582-b599-0f69-109617a7f7ab
548,Initial version,initial-version,https://www.igdb.com/platforms/mega-duck-slash-cougar-boy/version/initial-version,"The Mega Duck is a handheld game console that was developed and manufactured by Hong Kong-based Welback Holdings through its Timlex International division, and released in 1993. It was marketed under various different brands worldwide including Creatronic and Videojet, and the shell of the console came in white or black plastic. In South America (mainly in Brazil), the Chinese-made Creatronic version was distributed by Cougar USA, also known as ""Cougar Electronic Organization"", and sold as the ""Cougar Boy"". Cougar USA didn't release the Cougar Boy in its origin country.

The Cougar Boy came with a 4-in-one game cartridge and a stereo earphone. With an external joystick (not included) two players could play against each other simultaneously.",,4.194304 MHz Sharp LR35902,,16 KB in two 8K chips (Goldstar GM76C88LFW),,Built-in speaker (8Ω 200 mW) and stereo headset output,,36 pin ROM cartridge,"Serial link for two player games (6 pins), or external joystick.",160x144,"2.7"" LCD STN dot matrix screen",{640},,687,"{652,653}",8787b470-4dc3-3c67-c8e6-81e3754e54e6
593,Meta Quest 2,meta-quest-2,https://www.igdb.com/platforms/meta-quest-2/version/meta-quest-2,Meta Quest 2 is a virtual reality headset developed by Meta Platforms.,,,,,,,,,,,,,,756,{688},862084ba-a389-f34a-c50f-1d371b0c60e9
14,Windows Vista,windows-vista,https://www.igdb.com/platforms/win/version/windows-vista,"New features of Windows Vista include an updated graphical user interface and visual style dubbed Aero, a new search component called Windows Search, redesigned networking, audio, print and display sub-systems, and new multimedia tools including Windows DVD Maker",,,,,,,,,,,,{246},,206,{258},617aebed-744c-2494-a505-201fdec494a1
129,Initial version,initial-version,https://www.igdb.com/platforms/pdp-7--1/version/initial-version,,,,,,,,,,,,,,,,,1e4dc91e-3857-820b-ac45-53cd47d3f909
182,Game Boy Light,game-boy-light,https://www.igdb.com/platforms/gb/version/game-boy-light,"""The Game Boy Light is a backlit and updated version of the Game Boy Pocket exclusively released in Japan""

Has a larger battery compartment because it requires two AA batteries instead of AAA batteries.",,,,,,,,,,,,{333},,274,{211},52134218-95bf-035a-3873-25509ef12cd8
189,Atari Lynx MkII,atari-lynx-mkii,https://www.igdb.com/platforms/lynx/version/atari-lynx-mkii,"Released 1991. 
Redesigned case, smaller size.  
Clearer screen. 
Stereo sound.",,,,,,,,,,,,,,290,{224},afef6734-c4f5-e893-b0c8-4ab0e5e8eea8
199,Initial version,initial-version,https://www.igdb.com/platforms/ay-3-8610/version/initial-version,,,,,,,,,,,,,,,,,1bdd1a97-cef3-aed7-be54-fe37eb57d8f0
206,Initial version,initial-version,https://www.igdb.com/platforms/ay-3-8760/version/initial-version,,,,,,,,,,,,,,,,,31ddaa58-7fe0-e357-26c6-414eb69a7006
207,Initial version,initial-version,https://www.igdb.com/platforms/ay-3-8710/version/initial-version,,,,,,,,,,,,,,,,,2d6cf8ac-db81-e755-f229-bde1fea73056
226,Windows Phone 8.1,windows-phone-8-dot-1,https://www.igdb.com/platforms/winphone/version/windows-phone-8-dot-1,"Windows Phone 8.1 is the third generation of Microsoft's Windows Phone mobile operating system, succeeding Windows Phone 8. Windows Phone 8.1 is also the last version that uses the Windows Phone brand name as it was succeeded by Windows 10 Mobile.",,,,,,,,,,,,{173},,144,{254},c58eb49f-bd0f-4efb-af61-5ee5e151bf8d
231,Initial version,initial-version,https://www.igdb.com/platforms/windows-mixed-reality/version/initial-version,"Windows Mixed Reality is a platform introduced as part of the Windows 10 and 11 operating system, which provides augmented reality and virtual reality experiences with compatible head-mounted displays.",,,,,,,,,,,,,,796,,5bcbee32-1049-1715-c104-aa538838505c
238,Nougat,nougat,https://www.igdb.com/platforms/android/version/nougat,Versions 7.0 – 7.1.2,,,,,,,,,,,,{410},,379,{274},da2df9df-cae6-1442-6149-561486427e6f
651,NAOMI 2,naomi-2,https://www.igdb.com/platforms/arcade/version/naomi-2,"The Sega NAOMI 2 is an arcade board developed by Sega and is a successor to Sega NAOMI hardware. It was originally released in 2000. Since it uses similar NAOMI architecture (but significantly beefed up), it is also fully backwards compatible with its predecessor.

The NAOMI 2 is significantly more powerful than the NAOMI, including a dual CPU setup, new T&L GPU, dual rasterizer GPU, increased memory, and faster bandwidth. This leads to games with much more polygons than a NAOMI game, rendered at much faster speeds, while the new T&L GPU adds advanced lighting and particle effects. It was also more affordable than the very expensive (and difficult to program) Sega Hikaru arcade system that preceded it. The NAOMI 2 was nevertheless more powerful than home systems at the time.

As with the NAOMI, the NAOMI 2 was also available in GD-ROM and Satellite Terminal variants. It was Sega's last proprietary arcade system board; subsequent Sega arcade boards have been based on console and PC hardware.",,,,,,,,,,,,{795},,801,{743},1717f8cc-8f10-ac39-1a4f-fc6229451559
33,Initial version,initial-version-5bdd02e2-0187-419e-9db1-db42d1a6507c,https://www.igdb.com/platforms/bbcmicro/version/initial-version-5bdd02e2-0187-419e-9db1-db42d1a6507c,,,,,,,,,,,,,,,294,,1289408e-7dfc-84e6-914f-42d88dca1734
234,Initial version,initial-version,https://www.igdb.com/platforms/daydream/version/initial-version,,,,,,,,,,,,,,,160,,ec756947-d992-6f4e-c506-e2dd962b9105
274,PlayStation Vita (PCH-2000),playstation-vita-pch-2000,https://www.igdb.com/platforms/psvita/version/playstation-vita-pch-2000,"The revised model, officially called the PCH-2000 series and commonly referred to as the PS Vita Slim, is 20% thinner and 15% lighter compared to the original model. While it largely maintains the original's overall structure and layout, the original's OLED screen has been replaced with a lower-cost LCD display. The model also roughly added about an extra hour of battery life. This model has a micro USB Type B port, which can be used to charge the device along with any standard micro USB cable.",PlayStation Vita system software,ARM Cortex-A9 MPCore,"1GB internal flash memory, PlayStation Vita Memory Card (4GB, 8GB, 16GB, 32GB, 64GB)","512 MB RAM, 128 MB VRAM",PowerVR SGX543MP4+,"Stereo speakers, 3.5 mm headphone jack, Bluetooth 2.1 + EDR",PlayStation Network,"PlayStation Vita Game Card, digital distribution","IEEE 802.11 b/g/n Wi-Fi, Bluetooth 2.1+EDR",960 x 544,,,,215,"{326,327,328}",9148b12a-ec07-62c2-d92c-982e50e2902f
355,DVD,dvd,https://www.igdb.com/platforms/dvd-player/version/dvd,,,,,,,,,,,,,,,426,"{435,436,437,438,439}",de5162c9-2f23-7c7d-97dd-8c2c9c3781d3
551,LCD-based handhelds,lcd-based-handhelds,https://www.igdb.com/platforms/handheld-electronic-lcd/version/lcd-based-handhelds,"Dedicated handheld are portable devices with built-in games. Being very popular since very early in videogame history, these devices can be built in many different shapes, technologies and colors.

The most popular handhelds were made using very cheap processors and an LCD screen, like the Tiger Electronics handhelds and the Game & Watch.

Some of these handhelds have a cartridge/expansion slot, but their main purpose to be a self-contained device, not a portable console.",,,,,Liquid-crystal display,,,,,,,,,,,b07aeeca-a8ee-4de3-8dda-f50967c02e9c
119,Initial version,initial-version,https://www.igdb.com/platforms/pdp-8--1/version/initial-version,,,,,,,,,,,,,,,,,50bacafa-9595-7143-10b5-44a92d93f78e
657,Opera,opera,https://www.igdb.com/platforms/browser/version/opera,"Opera is a multi-platform web browser developed by its namesake company Opera. The browser is based on Chromium, but distinguishes itself from other Chromium-based browsers (Chrome, Edge, etc.) through its user interface and other features.",,,,,,,,,,,,{818},,819,{754},f93a7b59-5438-7391-429d-7249a58974c6
16,Initial version,initial-version-62da4d4a-0faa-489f-bab1-a0ec26db72d9,https://www.igdb.com/platforms/dc/version/initial-version-62da4d4a-0faa-489f-bab1-a0ec26db72d9,"The Dreamcast is a home video game console released by Sega on November 27, 1998, in Japan, September 9, 1999, in North America, and October 14, 1999, in Europe. It was the first in the sixth generation of video game consoles, preceding Sony's PlayStation 2, Nintendo's GameCube, and Microsoft's Xbox. The Dreamcast was Sega's final home console, marking the end of the company's eighteen years in the console market. 
 
In contrast to the expensive hardware of the unsuccessful Sega Saturn, the Dreamcast was designed to reduce costs with ""off-the-shelf"" components, including a Hitachi SH-4 CPU and an NEC PowerVR2 GPU. Released in Japan to a subdued reception, the Dreamcast enjoyed a successful U.S. launch backed by a large marketing campaign, but interest in the system steadily declined as Sony built hype for the upcoming PlayStation 2. Sales did not meet Sega's expectations despite several price cuts, and the company continued to incur significant financial losses. After a change in leadership, Sega discontinued the Dreamcast on March 31, 2001, withdrawing from the console business and restructuring itself as a third-party publisher. In total, 9.13 million Dreamcast units were sold worldwide. 
 
Although the Dreamcast had a short lifespan and limited third-party support, reviewers have considered the console ahead of its time. Its library contains many games considered innovative, including Crazy Taxi, Jet Set Radio, Phantasy Star Online, and Shenmue, as well as high-quality ports from Sega's NAOMI arcade system board. The Dreamcast was also the first console to include a built-in modular modem for internet support and online play.",Custom Windows CE with DirectX API and dynamic-link libraries,Hitachi SH4 32-bit RISC @ 200 MHz,128K VMU,"16 MB RAM, 8 MB video RAM, 2 MB audio RAM","100 MHz PowerVR2, integrated with the system's ASIC","67 MHz Yamaha AICA with 32-bit ARM7 RISC CPU core, 64 channels","SegaNet, GameSpy, Dreamarena","CD, 1.2 GB GD-ROM","56K Modem, 100Mbit Broadband Adapter","640x480, Progressive","VHF, Composite Video, S-Video, VGA, RF Modulator, RGB SCART",{590},,270,"{121,122,123,124}",a42ca828-e933-e893-71f9-1fcedbed96b6
